void_fraction,surface_area_m2g,pld,lcd,surface_area_m2cm3
0.86,4610,9.2,11.0,2041
0.86,4313,9.7,11.1,2040
0.88,5318,10.0,12.3,1966
0.88,5442,9.8,12.5,2000
0.91,5873,11.9,12.7,1753
0.98,8194,34.4,48.4,532
0.9,5497,11.6,14.1,1761
0.9,5223,11.8,14.1,1806
0.92,6433,12.4,14.7,1662
0.77,3255,6.3,8.8,2406
0.91,6185,12.6,14.5,1619
0.92,5785,13.7,17.3,1536
0.93,5805,13.6,17.0,1531
0.93,6049,14.8,17.2,1451
0.93,6344,14.2,16.5,1414
0.93,6115,14.5,16.6,1395
0.83,3843,12.5,14.6,1803
0.97,7519,28.7,40.6,662
0.92,5611,15.3,17.5,1363
0.94,7109,15.4,16.5,1310
0.93,6152,13.8,18.5,1473
0.93,7143,14.9,17.4,1388
0.81,3646,7.0,9.0,2258
0.93,6504,15.8,19.3,1301
0.92,6754,13.3,17.9,1601
0.93,7646,14.5,16.5,1464
0.93,7517,14.6,17.1,1447
0.94,7712,15.9,17.6,1303
0.97,7782,28.7,40.5,635
0.94,7026,16.4,17.8,1230
0.95,6370,17.4,21.3,1204
0.94,7355,16.4,18.8,1225
0.94,7226,16.2,18.6,1217
0.94,7130,17.8,19.9,1142
0.84,4167,7.9,8.8,2319
0.94,6944,17.6,20.4,1155
0.95,7353,17.9,20.8,1104
0.95,6559,19.0,20.4,1057
0.95,7321,19.8,22.6,969
0.97,8139,29.2,40.3,619
0.95,6882,20.8,23.4,940
0.95,6320,20.8,22.8,937
0.96,8020,22.2,24.9,856
0.96,8465,21.2,23.3,908
0.81,3870,6.9,9.1,2365
0.82,3805,6.6,10.7,2280
0.82,3995,7.0,10.2,2453
0.8,4087,7.5,8.9,2178
0.8,3565,7.3,9.8,2053
0.8,3837,7.8,10.5,2191
0.97,7906,28.6,40.4,612
0.77,2210,5.4,6.4,2002
0.87,4737,10.3,12.8,1853
0.86,4574,9.6,11.2,1882
0.9,5144,10.9,12.9,1803
0.89,4833,11.4,12.9,1798
0.91,5775,11.7,13.8,1732
0.9,5883,12.1,14.7,1745
0.92,6225,13.2,14.4,1545
0.92,5846,13.6,17.2,1538
0.92,5540,13.8,17.2,1532
0.97,7241,29.1,39.6,591
0.93,6692,14.3,16.4,1446
0.83,4124,7.5,9.3,2395
0.93,6443,14.3,16.6,1410
0.93,6022,14.8,17.7,1384
0.94,6082,16.7,18.3,1340
0.94,6263,16.8,19.3,1261
0.94,6576,16.8,18.9,1234
0.94,6362,16.7,19.1,1223
0.94,5855,17.4,18.9,1192
0.95,7270,17.0,18.4,1163
0.97,9212,28.0,38.2,601
0.94,6377,16.2,21.1,1273
0.94,7199,17.4,23.6,1193
0.86,4465,8.5,10.5,2136
0.94,6723,17.4,20.8,1178
0.93,6984,16.0,19.8,1390
0.94,7712,16.6,18.5,1264
0.94,7588,16.9,19.3,1251
0.95,7786,18.0,19.3,1140
0.95,7150,18.5,19.6,1081
0.95,6556,18.8,22.7,1067
0.97,7861,26.6,38.7,656
0.95,7493,17.9,20.5,1083
0.95,7343,18.6,20.6,1072
0.95,7236,19.7,22.5,1001
0.88,4867,9.2,10.4,2097
0.95,7094,19.6,22.8,1016
0.96,7457,20.0,23.1,975
0.96,6707,20.9,22.3,937
0.96,7413,21.9,25.1,862
0.96,7012,22.6,25.6,839
0.96,6470,22.7,24.6,837
0.98,8750,30.6,41.6,580
0.97,8083,23.9,26.8,769
0.97,8459,23.3,25.3,808
0.87,4748,8.5,14.9,2111
0.86,4556,8.5,10.5,2214
0.87,4561,9.2,11.4,2099
0.86,4722,9.6,11.2,1953
0.85,4711,9.0,12.5,2066
0.86,4604,10.0,11.8,2055
0.78,2640,6.0,6.9,2206
0.87,4852,11.1,13.0,1797
0.94,7032,16.5,24.7,1191
0.86,4675,10.0,12.1,1831
0.9,5234,11.3,13.7,1749
0.9,4947,11.9,13.2,1741
0.91,5863,12.6,14.6,1663
0.91,5937,12.1,16.3,1672
0.93,6282,13.8,15.1,1491
0.93,5904,13.9,17.0,1493
0.92,5607,14.5,16.5,1482
0.94,6676,15.0,16.7,1382
0.84,4253,7.4,11.9,2225
0.97,8219,29.8,41.0,570
0.93,6495,15.3,17.6,1366
0.93,6031,14.6,18.6,1391
0.94,6123,16.3,19.0,1291
0.94,6305,17.0,19.4,1228
0.94,6549,16.9,19.0,1190
0.94,6348,17.1,19.2,1181
0.94,5918,17.8,19.6,1156
0.95,7261,17.8,18.7,1121
0.94,6367,17.3,20.9,1253
0.95,7238,18.8,22.0,1135
0.84,3843,12.6,14.5,1803
0.97,8335,27.4,42.4,679
0.87,4607,9.7,11.0,2069
0.94,6701,18.1,21.4,1140
0.94,6894,16.8,20.0,1309
0.95,7724,17.4,19.1,1218
0.94,7600,17.3,19.7,1207
0.95,7788,18.1,20.3,1099
0.95,7166,18.8,20.4,1044
0.96,6571,19.6,24.1,1032
0.96,7440,18.7,20.7,1038
0.95,7330,18.7,21.1,1036
0.97,9109,29.8,41.9,616
0.96,7206,19.9,22.7,976
0.89,5008,9.8,10.9,2040
0.95,7061,20.4,23.6,974
0.96,7418,20.9,23.1,938
0.96,6738,21.2,22.9,913
0.96,7398,23.3,25.3,830
0.96,6993,22.8,25.3,824
0.96,6499,22.5,25.2,825
0.97,8023,24.7,27.1,740
0.97,8431,23.9,26.0,780
0.97,8947,29.5,41.8,608
0.87,4804,9.2,11.5,2086
0.87,4741,8.5,13.6,2071
0.87,4683,9.5,11.3,2081
0.86,4826,10.1,12.0,1894
0.86,4709,10.1,12.5,1958
0.86,4639,10.7,12.7,1949
0.91,6823,14.0,15.3,1465
0.91,6535,13.8,14.6,1440
0.92,7019,14.9,15.7,1375
0.92,6434,15.8,16.3,1314
0.98,9216,31.1,42.3,559
0.93,7506,14.9,17.1,1306
0.93,7596,15.5,18.1,1315
0.94,7969,16.9,17.8,1180
0.94,7326,17.1,19.1,1142
0.94,6912,17.2,19.6,1128
0.95,7984,18.5,20.0,1064
0.75,3811,6.1,11.3,1999
0.94,8049,18.5,20.1,1075
0.95,7292,19.3,22.6,1016
0.95,7286,19.8,21.9,1003
0.98,8699,31.1,42.1,544
0.95,7518,20.2,23.0,958
0.95,7897,20.6,22.2,936
0.95,7656,20.7,22.2,926
0.95,6983,21.9,22.6,885
0.96,8686,20.9,21.6,898
0.95,7578,21.1,24.2,977
0.96,8363,21.7,23.6,884
0.9,6652,12.1,13.7,1635
0.95,7873,22.2,23.5,871
0.95,8070,20.0,22.7,1015
0.98,7827,32.7,45.2,532
0.95,8674,21.1,22.4,918
0.95,8504,21.3,23.0,904
0.96,8815,23.2,23.6,846
0.96,8261,23.1,23.6,816
0.96,7636,23.4,26.5,810
0.96,8632,22.2,23.9,822
0.96,8650,22.2,24.0,826
0.96,8375,24.3,26.0,769
0.9,6932,13.1,13.7,1580
0.96,8220,23.7,26.1,784
0.98,9019,31.2,42.9,539
0.96,8590,24.6,26.2,750
0.96,7672,25.5,26.4,708
0.97,8401,26.5,29.2,669
0.97,8005,27.3,29.3,650
0.97,7327,28.0,29.3,632
0.97,9066,28.3,30.4,602
0.97,9158,28.8,29.7,612
0.91,6629,12.2,16.2,1559
0.9,6645,12.3,15.7,1716
0.91,6425,13.0,14.8,1556
0.98,9105,31.0,42.0,551
0.91,6701,13.7,15.0,1493
0.9,6701,14.0,15.3,1573
0.9,6395,13.0,15.3,1518
0.59,1245,4.8,12.2,1168
0.62,1315,5.7,13.5,1241
0.69,1672,5.9,13.7,1407
0.71,1777,6.3,15.1,1569
0.73,2216,6.7,14.4,1631
0.73,2298,6.7,14.6,1644
0.81,3124,8.8,17.6,1878
0.98,8678,33.1,46.3,499
0.77,2567,7.0,15.8,1666
0.78,2536,7.5,16.7,1715
0.81,3457,8.9,18.4,1818
0.62,1197,5.2,11.7,1423
0.81,3448,8.1,18.3,1839
0.81,3015,8.9,16.7,1666
0.83,3137,8.6,18.8,1699
0.82,3295,9.4,19.1,1671
0.83,3731,8.9,20.9,1736
0.83,3552,9.9,21.2,1703
0.94,7429,17.6,25.4,1146
0.83,3471,10.6,21.3,1735
0.87,4498,11.2,22.1,1776
0.83,3491,9.9,19.3,1708
0.85,4068,10.5,22.4,1637
0.57,991,4.4,10.7,1180
0.84,3999,10.1,22.0,1736
0.81,3515,11.2,17.8,1767
0.85,4752,9.4,20.4,1938
0.84,3964,9.3,22.5,1620
0.87,4950,11.6,22.2,1804
0.85,3877,14.1,16.1,1683
0.98,8495,33.1,45.4,508
0.88,4773,11.1,22.8,1814
0.87,4033,11.2,23.1,1625
0.87,4749,10.8,22.3,1729
0.87,4730,10.9,22.3,1712
0.87,4646,11.1,23.9,1628
0.71,1558,6.4,13.1,1565
0.86,4528,11.6,24.1,1628
0.87,4906,11.9,25.0,1632
0.88,4505,13.1,25.8,1577
0.89,5128,13.2,27.3,1542
0.98,8898,34.3,46.9,487
0.89,4803,13.4,26.5,1490
0.89,4582,13.4,27.2,1484
0.91,5643,14.5,28.6,1401
0.91,6284,14.0,28.7,1532
0.66,1310,3.7,13.1,1292
0.66,1395,5.3,10.5,1419
0.65,1441,5.1,12.8,1419
0.58,1190,3.9,12.7,1152
0.58,1040,4.3,10.0,1065
0.59,1110,5.0,10.7,1155
0.98,7964,34.3,46.1,464
0.79,2779,9.7,18.3,1579
0.77,2668,7.7,19.6,1548
0.82,3076,11.0,20.1,1582
0.82,3108,10.9,20.7,1665
0.84,3669,11.2,20.6,1678
0.83,3665,11.3,20.1,1676
0.87,4330,11.9,23.6,1687
0.86,3567,13.1,22.5,1475
0.86,3671,12.9,23.1,1576
0.88,4620,13.7,24.6,1630
0.98,8670,36.9,51.0,430
0.77,2590,8.7,16.4,1775
0.88,4614,13.7,24.5,1629
0.88,3810,15.0,25.2,1404
0.88,3790,15.5,25.7,1375
0.89,4187,15.4,26.0,1410
0.89,4673,15.1,26.9,1476
0.89,4449,15.4,27.0,1430
0.89,4340,15.2,28.1,1460
0.9,5331,14.6,28.7,1465
0.89,4198,15.0,24.7,1424
0.98,8245,36.8,50.4,421
0.9,5271,15.8,26.2,1476
0.78,2550,8.7,17.1,1651
0.89,4952,15.3,28.0,1457
0.88,3922,15.7,24.9,1319
0.9,6105,12.5,27.7,1718
0.89,5388,12.4,29.7,1522
0.91,5995,16.4,28.7,1536
0.91,5560,16.3,29.7,1462
0.91,4606,17.7,30.1,1302
0.91,5535,16.5,29.3,1410
0.98,7560,37.3,49.9,409
0.91,5545,16.5,29.3,1413
0.91,5268,17.9,31.1,1295
0.81,3098,9.1,18.5,1829
0.91,5195,18.1,30.7,1316
0.91,5442,18.5,32.5,1279
0.91,5148,18.0,33.0,1273
0.92,5713,18.4,34.5,1222
0.92,5331,20.3,35.5,1167
0.92,5131,19.8,35.4,1184
0.93,6127,21.3,37.4,1101
0.98,9397,39.2,53.0,386
0.93,6862,19.2,35.9,1232
0.78,2582,10.1,17.3,1571
0.78,2396,10.3,16.4,1519
0.79,2653,9.8,17.0,1641
0.77,2755,7.5,19.2,1603
0.77,2464,10.5,15.0,1521
0.78,2686,9.9,16.0,1653
0.63,1314,7.8,17.2,1276
0.59,1185,9.0,17.3,1193
0.69,1558,8.1,17.6,1407
0.98,9547,38.7,52.9,395
0.69,1575,8.9,17.3,1483
0.72,1843,9.4,17.6,1521
0.72,1881,8.6,17.6,1534
0.79,2454,10.4,19.3,1715
0.77,2159,9.7,20.7,1453
0.77,2121,10.2,21.2,1484
0.8,2626,10.5,22.7,1536
0.59,1132,5.8,12.8,1491
0.8,2623,10.5,22.7,1535
0.82,2544,11.9,22.7,1439
0.94,6909,16.4,24.0,1193
0.82,2589,10.2,24.0,1428
0.83,2708,11.8,25.3,1404
0.83,2909,12.5,25.6,1438
0.83,2823,13.4,25.6,1415
0.83,2750,13.4,25.6,1443
0.85,3316,14.1,24.5,1536
0.83,2787,11.1,23.4,1445
0.84,3363,12.8,24.6,1507
0.58,1134,6.2,13.1,1431
0.84,3158,13.6,25.8,1475
0.93,6886,14.3,22.4,1395
0.82,2673,14.6,22.6,1335
0.85,3513,13.1,26.3,1542
0.84,3130,12.8,27.5,1380
0.86,3609,16.2,27.2,1463
0.87,3658,16.3,27.6,1521
0.87,3270,13.4,28.4,1359
0.86,3589,13.5,27.9,1445
0.86,3581,13.4,27.9,1443
0.87,3573,15.0,29.5,1319
0.66,1487,6.3,14.2,1709
0.84,4154,10.7,12.6,2045
0.51,837,5.1,6.0,1166
0.94,6693,16.7,26.3,1168
0.86,3494,14.6,29.1,1329
0.87,3658,15.6,31.3,1291
0.87,3466,16.7,30.8,1289
0.89,4004,17.7,33.0,1238
0.89,3800,17.5,34.3,1197
0.89,3647,17.6,34.0,1214
0.9,4324,18.8,36.5,1130
0.91,4661,19.9,34.3,1224
0.62,1278,6.3,15.4,1400
0.65,1379,7.9,15.5,1493
0.94,7043,19.6,28.7,1073
0.63,1287,6.8,15.4,1419
0.59,1225,7.6,17.2,1237
0.62,1267,8.1,13.6,1303
0.64,1311,8.2,14.5,1360
0.64,1398,5.5,14.2,1612
0.88,3687,11.3,26.9,1504
0.88,3267,11.9,27.1,1385
0.88,4046,12.5,28.0,1480
0.88,3818,12.4,27.5,1475
0.89,4738,12.8,28.0,1487
0.94,7158,18.2,25.6,1161
0.89,4773,12.8,27.5,1475
0.92,5120,14.0,30.8,1285
0.92,4933,15.7,33.2,1271
0.91,4653,15.7,33.1,1261
0.93,5728,17.0,36.4,1202
0.8,2814,8.3,18.7,1767
0.93,5729,17.0,36.4,1202
0.93,5259,17.1,35.7,1117
0.94,5328,18.9,40.7,1098
0.94,5536,18.9,41.3,1047
0.94,6845,18.7,26.2,1128
0.94,6047,19.3,41.1,1062
0.94,5743,19.1,40.4,1032
0.94,5182,19.3,40.0,990
0.95,6249,18.5,39.1,954
0.94,5576,19.2,39.7,1045
0.94,6518,19.7,42.6,1009
0.82,3091,9.2,20.6,1695
0.94,6001,19.5,40.5,969
0.94,5372,21.5,42.6,976
0.95,6754,21.1,44.0,1022
0.79,1945,17.9,22.4,1088
0.94,6659,21.0,43.9,1013
0.94,6984,21.3,44.2,946
0.95,6348,21.2,43.9,889
0.96,5956,22.1,47.5,874
0.96,6731,21.4,44.5,902
0.96,6737,21.4,44.5,903
0.96,6749,22.6,47.7,845
0.86,3681,10.0,22.6,1751
0.95,6507,22.6,46.8,847
0.96,7045,23.5,49.6,828
0.78,1887,17.8,22.6,1099
0.96,6139,23.6,49.3,772
0.97,6984,26.3,55.2,716
0.96,6541,25.9,53.8,693
0.96,5956,26.5,52.5,677
0.97,7665,27.9,57.9,638
0.97,7800,28.8,57.5,655
0.84,3648,9.6,21.6,1730
0.81,3336,9.3,17.1,1914
0.84,3506,10.4,23.2,1670
0.84,3365,12.0,27.5,1431
0.82,2117,18.3,23.1,1121
0.84,3516,10.3,24.1,1569
0.84,3375,10.7,25.4,1514
0.79,2412,7.6,17.0,1714
0.87,4460,11.8,27.3,1409
0.88,4223,13.0,29.3,1327
0.91,5122,13.1,28.9,1390
0.91,4770,14.1,30.7,1353
0.92,5929,14.4,30.8,1278
0.92,5844,14.9,31.0,1264
0.94,6453,17.0,34.3,1171
0.82,2138,18.0,22.8,1179
0.93,5929,16.3,34.9,1209
0.93,5575,16.7,36.2,1169
0.94,6824,18.9,40.1,1102
0.88,3941,11.6,23.6,1465
0.94,6641,17.9,37.0,1105
0.95,6173,19.7,38.1,1030
0.95,6189,18.9,42.2,1063
0.95,6423,18.8,41.9,1007
0.95,6928,19.5,39.6,1009
0.95,6647,19.7,41.6,977
0.83,2438,18.6,23.4,1185
0.95,5968,21.2,44.6,932
0.96,7659,21.0,42.4,898
0.95,6490,19.9,43.4,992
0.96,7485,21.3,43.0,900
0.87,4117,10.6,23.8,1488
0.95,6962,20.2,41.4,906
0.95,6946,20.1,43.0,1080
0.95,7760,22.3,45.9,962
0.95,7659,22.9,45.7,953
0.96,8158,22.6,45.7,899
0.83,2454,17.7,23.0,1200
0.96,7444,23.0,46.7,848
0.96,6744,22.2,48.7,845
0.96,7879,22.9,48.4,847
0.96,7769,23.0,45.3,860
0.96,7657,22.8,47.9,807
0.9,4559,13.1,26.2,1434
0.96,7419,23.6,48.9,809
0.96,7866,25.0,52.1,783
0.96,6847,26.6,52.9,741
0.97,7776,29.1,58.3,696
0.84,3816,13.5,15.7,1705
0.86,2916,20.0,24.9,1215
0.97,7311,28.0,56.2,675
0.97,6610,29.8,57.8,656
0.97,8530,30.1,59.8,616
0.97,8739,30.5,58.9,636
0.9,4652,13.7,27.1,1451
0.9,4695,13.3,24.8,1568
0.9,4479,13.8,26.7,1426
0.87,4210,13.1,28.7,1342
0.87,4423,12.2,26.6,1523
0.87,4192,11.9,27.5,1454
0.87,2609,22.2,27.3,1015
0.79,1960,7.6,16.9,1556
0.88,4264,12.3,28.4,1386
0.88,3992,13.4,29.2,1306
0.91,4824,13.8,29.8,1374
0.91,4497,14.9,30.9,1343
0.92,5567,15.1,31.0,1286
0.92,5496,14.6,33.1,1253
0.94,6061,17.3,34.4,1179
0.93,5660,16.5,35.2,1205
0.93,5322,16.6,34.8,1166
0.87,2583,21.9,27.1,1045
0.93,6418,19.4,40.5,1091
0.88,3748,11.7,23.7,1515
0.95,6468,17.6,36.7,1118
0.95,5905,19.7,37.2,1036
0.95,5929,19.5,41.3,1044
0.95,6187,19.6,42.2,993
0.95,6703,19.7,41.8,994
0.95,6400,20.0,41.8,968
0.95,5750,21.5,43.9,919
0.96,7217,21.5,42.8,895
0.88,3124,23.4,29.1,1066
0.95,6243,20.1,41.9,985
0.96,7198,21.8,43.9,895
0.87,3841,11.3,25.3,1466
0.95,6684,21.3,42.3,886
0.95,6271,23.5,43.7,996
0.96,7329,22.6,47.1,943
0.95,7213,22.6,46.7,932
0.96,7793,22.7,47.1,891
0.96,7100,23.7,47.7,840
0.96,6527,22.6,48.2,834
0.74,1868,13.1,17.3,1472
0.96,7515,23.7,48.9,842
0.96,7509,22.6,45.7,854
0.96,7414,23.3,49.4,801
0.9,4270,13.1,26.2,1471
0.96,7181,23.2,48.3,800
0.96,7673,24.5,51.2,779
0.96,6676,25.0,51.5,725
0.97,7580,27.7,58.1,686
0.97,7099,27.2,55.9,661
0.97,6421,28.3,56.9,637
0.88,3124,23.4,29.1,1067
0.97,8307,29.3,58.9,609
0.97,8363,31.1,60.5,624
0.89,4396,12.7,25.8,1485
0.89,4438,11.5,21.7,1729
0.9,4357,14.5,27.3,1491
0.88,4046,13.5,29.4,1334
0.87,4179,11.7,26.8,1494
0.88,4077,11.9,28.3,1465
0.77,2056,7.1,18.0,1558
0.87,4301,12.8,30.1,1363
0.91,3358,27.9,34.0,883
0.87,3989,14.4,30.1,1305
0.9,4659,14.4,31.9,1324
0.91,4277,14.7,33.3,1273
0.91,5333,15.0,32.1,1304
0.91,5476,14.9,30.8,1317
0.94,5954,17.3,36.0,1184
0.94,6120,19.6,41.6,1045
0.94,5859,19.3,39.8,1030
0.95,6139,20.7,45.3,969
0.95,6280,20.9,43.8,942
0.9,2923,26.0,31.1,909
0.95,5695,21.6,43.9,903
0.95,6212,20.2,42.0,990
0.95,6990,21.9,44.5,902
0.86,3811,11.2,25.8,1517
0.95,6524,22.5,44.0,888
0.95,6360,22.7,46.8,976
0.96,7086,23.6,49.1,900
0.95,7053,23.6,48.6,901
0.96,7426,23.7,49.1,847
0.96,6871,24.5,49.3,808
0.9,3096,26.8,31.7,911
0.96,6415,24.3,50.7,806
0.96,7216,25.1,50.9,771
0.96,6991,24.3,50.2,777
0.96,7403,25.8,53.8,748
0.96,6561,26.2,53.9,706
0.97,6948,28.2,58.2,639
0.97,8035,30.2,61.9,587
0.88,4272,11.5,25.7,1515
0.87,4104,9.9,21.5,1603
0.88,4006,14.6,30.8,1319
0.9,3276,26.4,33.1,927
0.8,3317,9.3,21.9,1604
0.9,5263,16.5,33.7,1252
0.89,4957,17.2,35.6,1208
0.92,5814,17.1,36.0,1232
0.92,5496,16.6,35.8,1224
0.92,6572,16.6,36.4,1194
0.93,6636,16.6,35.8,1189
0.94,6983,19.0,39.7,1065
0.94,6362,20.1,40.9,1040
0.94,6057,20.8,40.1,1033
0.85,4000,14.9,16.5,1641
0.9,3188,26.6,32.8,915
0.95,7298,22.1,45.0,985
0.91,6243,14.5,33.8,1258
0.95,7134,22.1,45.6,963
0.95,6386,22.6,42.4,917
0.95,6368,24.9,47.7,883
0.95,6640,25.3,47.6,856
0.95,7120,25.4,50.6,841
0.95,6815,25.0,49.6,824
0.95,6326,24.5,49.0,811
0.96,7877,23.8,48.5,797
0.9,3100,26.3,32.2,931
0.95,6756,24.4,46.6,863
0.96,7778,24.5,51.0,809
0.89,5230,12.5,28.9,1457
0.96,7248,24.3,50.1,782
0.95,6777,26.1,50.3,848
0.96,8149,26.7,53.8,847
0.96,7907,26.7,53.7,826
0.96,8233,26.8,54.5,767
0.96,7654,26.6,53.8,736
0.97,6892,28.7,55.5,715
0.91,3575,25.3,31.0,982
0.96,8066,26.9,53.8,745
0.96,7748,27.0,54.6,718
0.97,7709,29.1,58.6,680
0.9,5786,14.2,31.0,1462
0.96,7501,28.5,55.0,689
0.97,8024,29.9,59.4,671
0.97,7144,29.5,59.6,635
0.97,7820,32.6,65.0,586
0.97,7397,32.5,64.6,571
0.97,6846,32.3,62.9,565
0.9,3147,26.1,31.4,922
0.97,8446,34.7,68.4,523
0.97,8779,34.8,68.7,547
0.89,5444,13.6,26.0,1502
0.89,5153,13.1,23.2,1563
0.9,5318,13.9,29.8,1420
0.89,4899,17.1,35.7,1200
0.89,4894,15.5,32.3,1275
0.89,4639,16.5,32.7,1213
0.7,1214,6.3,13.0,1415
0.81,3440,10.5,23.0,1514
0.91,3562,26.6,33.3,926
0.82,3350,11.1,25.1,1464
0.85,3960,12.2,25.5,1501
0.88,3828,13.3,26.3,1507
0.89,4986,13.5,26.0,1502
0.89,5114,12.8,25.4,1494
0.92,5690,16.5,30.3,1354
0.9,4895,15.1,31.0,1321
0.91,4621,16.1,32.3,1297
0.93,5781,19.4,35.8,1204
0.81,3098,9.9,17.1,1819
0.75,1842,13.9,17.9,1385
0.92,6105,17.0,35.9,1271
0.93,5392,17.4,34.5,1185
0.93,5305,18.9,36.2,1181
0.93,5643,19.2,38.0,1115
0.93,6093,20.0,40.6,1085
0.93,5900,19.8,40.3,1077
0.94,5409,20.7,40.1,1044
0.95,7122,21.4,39.3,1018
0.93,5822,18.6,37.1,1132
0.94,6875,20.9,39.9,1043
0.91,3452,26.1,32.2,933
0.82,3224,9.5,18.9,1715
0.94,6408,20.9,40.2,1004
0.92,5518,22.5,41.5,1072
0.94,6972,22.5,45.2,1063
0.94,6845,22.1,45.0,1049
0.95,7125,24.7,45.2,941
0.95,6598,24.4,44.7,904
0.95,6112,22.9,47.0,923
0.95,7264,24.6,44.5,948
0.95,7221,21.9,44.7,943
0.9,3352,23.7,31.7,938
0.95,7118,23.4,47.1,886
0.85,3578,11.7,21.4,1667
0.95,6939,23.7,47.3,903
0.96,7482,25.0,49.9,875
0.96,6496,25.7,49.2,814
0.96,7263,28.2,55.3,752
0.96,6862,27.9,54.8,733
0.96,6200,28.5,54.6,706
0.97,8201,29.7,58.7,672
0.97,8026,32.7,60.2,665
0.91,3962,26.6,34.3,999
0.82,3509,9.7,20.5,1714
0.82,3309,10.0,17.4,1781
0.83,3377,10.5,20.4,1680
0.82,3342,11.3,25.9,1470
0.79,3025,9.8,24.2,1471
0.8,3055,9.2,24.1,1517
0.79,2372,7.5,16.8,1734
0.87,4404,11.7,26.9,1414
0.88,4223,13.8,29.4,1321
0.91,5108,13.0,29.4,1388
0.91,3672,27.3,34.4,931
0.91,4668,13.3,29.5,1348
0.92,5866,14.5,30.7,1290
0.92,5850,14.9,32.2,1249
0.94,6451,17.0,34.0,1173
0.93,5858,15.4,34.7,1193
0.94,5581,16.8,35.5,1172
0.94,6616,17.8,37.8,1104
0.87,3947,11.2,23.4,1505
0.94,6803,18.7,39.9,1102
0.95,6158,20.1,41.9,1013
0.85,3736,15.2,16.3,1599
0.92,3930,27.4,35.1,925
0.95,6120,18.2,41.2,1067
0.95,6367,18.5,42.0,1016
0.95,6856,20.3,40.2,1008
0.95,6556,19.9,41.1,988
0.95,5948,21.3,43.2,942
0.96,7657,21.0,42.2,900
0.95,6496,20.7,45.3,983
0.96,7514,20.6,42.2,913
0.87,4078,10.6,23.1,1496
0.95,6930,20.0,40.8,916
0.92,3910,28.3,34.6,942
0.94,6704,23.1,42.2,1043
0.96,7790,22.4,46.1,968
0.95,7645,22.5,45.7,953
0.96,8149,22.3,46.1,898
0.96,7440,22.9,47.0,848
0.96,6715,23.2,48.2,845
0.96,7730,23.7,44.9,862
0.96,7864,22.9,48.4,847
0.96,7626,23.7,49.0,806
0.9,4554,13.1,26.0,1436
0.92,3522,30.2,36.8,822
0.96,7378,23.7,50.5,806
0.96,7806,25.5,52.3,780
0.96,6842,26.6,53.7,740
0.97,7737,28.7,56.5,697
0.97,7269,28.2,55.3,682
0.97,6594,29.6,57.4,660
0.97,8499,30.3,59.7,616
0.97,8764,30.5,58.8,638
0.9,4606,14.2,27.6,1429
0.9,4612,13.8,25.6,1517
0.92,3821,28.7,34.9,893
0.9,4421,14.8,28.0,1387
0.87,4199,13.5,28.6,1341
0.87,4375,12.1,26.6,1503
0.88,4235,12.6,27.7,1459
0.79,1954,7.7,16.8,1553
0.88,4267,12.6,28.0,1394
0.88,3960,12.8,28.9,1306
0.91,4786,13.5,29.5,1367
0.91,4478,14.7,31.2,1343
0.92,5549,14.7,30.6,1298
0.92,3822,28.6,34.9,893
0.92,5544,14.2,31.7,1263
0.94,6042,17.3,34.4,1179
0.93,5621,16.5,35.8,1187
0.93,5310,16.5,35.5,1161
0.93,6455,17.6,36.7,1118
0.87,3693,11.2,23.1,1558
0.95,6390,19.4,40.6,1090
0.95,5893,20.1,37.0,1035
0.95,5880,19.3,41.2,1044
0.95,6139,19.5,41.9,994
0.93,3825,30.9,37.7,804
0.95,6661,19.5,42.1,993
0.95,6347,19.9,41.3,967
0.95,5719,21.0,44.0,917
0.96,7209,21.4,42.7,896
0.95,6253,20.5,41.3,1008
0.96,7151,22.4,45.5,880
0.87,3848,11.7,25.0,1471
0.95,6658,22.1,42.3,883
0.94,6204,23.3,43.0,990
0.95,7335,22.6,47.0,946
0.78,2152,14.9,18.8,1482
0.95,7197,22.7,46.6,933
0.96,7793,22.7,47.0,894
0.96,7084,23.6,47.6,840
0.96,6498,23.1,47.2,839
0.96,7458,22.6,44.6,851
0.96,7502,23.6,48.9,843
0.96,7387,23.8,47.8,799
0.9,4249,13.1,26.1,1469
0.96,7137,22.9,47.6,798
0.96,7616,24.5,50.3,777
0.92,3744,30.4,36.9,814
0.96,6656,25.2,51.9,727
0.97,7553,27.4,56.3,687
0.97,7079,27.2,55.2,667
0.97,6408,28.1,56.3,639
0.97,8286,29.2,58.1,609
0.97,8403,31.1,60.2,628
0.9,4277,13.1,26.6,1425
0.9,4381,12.7,25.0,1548
0.91,4339,15.0,28.2,1471
0.88,4047,13.4,29.2,1341
0.93,3918,32.0,39.1,788
0.87,4131,11.8,27.2,1486
0.87,3986,11.3,28.5,1441
0.77,2028,7.8,17.5,1543
0.87,4273,12.9,30.5,1355
0.87,4002,14.5,30.6,1322
0.9,4635,14.3,32.6,1319
0.91,4307,14.6,32.0,1286
0.91,5279,14.9,31.8,1300
0.92,5474,15.8,31.0,1311
0.94,5950,16.7,35.9,1188
0.93,3714,31.5,38.3,786
0.93,5627,17.5,36.3,1185
0.93,5306,17.1,36.5,1164
0.94,6328,19.3,39.9,1093
0.86,3455,11.3,24.0,1519
0.94,6113,19.5,41.4,1047
0.94,5828,17.8,39.5,1031
